57.88,58.69,131.1,119.59
75.76,60.26,92.12,121.81
96.25,58.69,116.84,115.17
59.18,60.09,124.54,124.27
60.18,65.95,136.58,121.73
56.61,58.99,102.75,121.33
57.5,62.81,91.23,116.38
74.28,61.06,88.17,116.52
56.99,56.94,142.77,122.55
37.34,60.69,107.37,110.64
100.89,57.93,128.99,115.75
42.81,62.1,130.9,129.99
48.78,60.61,118.41,128.04
55.77,61.54,126.99,115.15
84.79,53.75,117.56,116.97
53.1,68.99,128.78,129.45
65.99,54.87,133.22,117.88
69.72,59.36,104.43,119.51
51.72,67.48,139.84,119.29
80.05,60.21,120.88,110.27
59.43,62.12,122.28,122.62
63.75,63.03,135.19,110.16
57.11,56.74,147.72,124.34
56.11,59.26,127.61,122.76
62.62,61.07,137.99,110.38
74.06,59.64,117.59,117.44
63.12,61.38,122.5,119.92
84.45,58.17,126.04,119.8
55.84,58.59,133.75,122.78
58.32,59.71,137.64,119.29
68.93,52.94,116.02,118.36
57.95,57.51,125.43,118.86
104.72,50.57,130.14,119.51
55.18,55.62,101.72,122.81
45.22,65.6,111.5,129.51
59.07,56.99,126.67,120.76
67.37,55.03,122.96,123.49
70.1,64.33,119.24,123.28
